word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
lovе,lovе,NOUN,1,1,Let The Light In,1.0,False,1748
beatles,beatles,PROPN,1,1,Let The Light In,1.0,False,1749
candles,candle,NOUN,1,1,Let The Light In,1.0,False,1750
golden,golden,ADJ,1,1,West Coast,1.0,False,1751
groupies,groupie,NOUN,1,1,West Coast,1.0,False,1752
deseo,deseo,PROPN,1,1,West Coast,1.0,False,1753
cariño,cariño,PROPN,1,1,West Coast,1.0,False,1754
desire,desire,VERB,1,1,West Coast,1.0,False,1755
leaving,leave,VERB,1,1,West Coast,1.0,False,1756
lush,lush,ADJ,1,1,West Coast,1.0,False,1757
heavenly,heavenly,ADJ,1,1,Summertime Sadness,1.0,False,1758
incognito,incognito,NOUN,1,1,Gods & Monsters,1.0,False,1759
posing,pose,VERB,1,1,Gods & Monsters,1.0,False,1760
straight,straight,ADV,1,1,Gods & Monsters,1.0,False,1761
icons,icon,NOUN,1,1,West Coast,1.0,False,1762
starlets,starlet,NOUN,1,1,West Coast,1.0,False,1763
queens,queens,PROPN,1,1,West Coast,1.0,False,1764
saigons,saigons,PROPN,1,1,West Coast,1.0,False,1765
movies,movie,NOUN,1,1,West Coast,1.0,False,1766
glance,glance,NOUN,1,1,Get Free,1.0,False,1767
lure,lure,VERB,1,1,Get Free,1.0,False,1768
trance,trance,NOUN,1,1,Get Free,1.0,False,1769
screwed,screw,VERB,1,1,Gods & Monsters,1.0,False,1770
shining,shin,VERB,1,1,Gods & Monsters,1.0,False,1771
fiery,fiery,ADJ,1,1,Gods & Monsters,1.0,False,1772
beacon,beacon,NOUN,1,1,Gods & Monsters,1.0,False,1773
groupie,groupie,NOUN,1,1,Gods & Monsters,1.0,False,1774
energies,energy,NOUN,1,1,Get Free,1.0,False,1775
combined,combine,VERB,1,1,Get Free,1.0,False,1776
discernin,discernin,ADJ,1,1,Get Free,1.0,False,1777
chasing,chase,VERB,1,1,Get Free,1.0,False,1778
rainbows,rainbow,NOUN,1,1,Get Free,1.0,False,1779
arches,arch,NOUN,1,1,Get Free,1.0,False,1780
illusions,illusion,NOUN,1,1,Get Free,1.0,False,1781
solid,solid,ADJ,1,1,Get Free,1.0,False,1782
armageddon,armageddon,PROPN,1,1,White Mustang,1.0,False,1783
held,hold,VERB,1,1,White Mustang,1.0,False,1784
such,such,DET,1,1,White Mustang,1.0,True,1785
fool,fool,NOUN,1,1,White Mustang,1.0,False,1786
believin,believin,NOUN,1,1,White Mustang,1.0,False,1787
brilliant,brilliant,ADJ,1,1,Young and Beautiful,1.0,False,1788
frightenin,frightenin,ADJ,1,1,White Mustang,1.0,False,1789
apartment,apartment,PROPN,1,1,Mariners Apartment Complex,1.0,False,1790
bay,bay,NOUN,1,1,Heroin,1.0,False,1791
stores,store,NOUN,1,1,Heroin,1.0,False,1792
decay,decay,NOUN,1,1,Heroin,1.0,False,1793
rumblin,rumblin,NOUN,1,1,Heroin,1.0,False,1794
distant,distant,ADJ,1,1,Heroin,1.0,False,1795
shores,shore,NOUN,1,1,Heroin,1.0,False,1796
sends,send,VERB,1,1,Heroin,1.0,False,1797
facts,fact,NOUN,1,1,Heroin,1.0,False,1798
likin,likin,ADJ,1,1,Meet Me in the Pale Moonlight,1.0,False,1799
pressure,pressure,NOUN,1,1,Meet Me in the Pale Moonlight,1.0,False,1800
sweetest,sweetest,ADJ,1,1,Meet Me in the Pale Moonlight,1.0,False,1801
ditch,ditch,VERB,1,1,Meet Me in the Pale Moonlight,1.0,False,1802
stupid,stupid,ADJ,1,1,Meet Me in the Pale Moonlight,1.0,False,1803
seein,seein,VERB,1,1,Meet Me in the Pale Moonlight,1.0,False,1804
fantasy,fantasy,PROPN,1,1,Meet Me in the Pale Moonlight,1.0,False,1805
mhm,mhm,PROPN,1,1,Meet Me in the Pale Moonlight,1.0,False,1806
spain,spain,PROPN,1,1,"Paris, Texas",1.0,False,1807
notebook,notebook,NOUN,1,1,"Paris, Texas",1.0,False,1808
florence,florence,PROPN,1,1,"Paris, Texas",1.0,False,1809
alabama,alabama,PROPN,1,1,"Paris, Texas",1.0,False,1810
flew,fly,VERB,1,1,"Paris, Texas",1.0,False,1811
serving,serving,PROPN,1,1,Meet Me in the Pale Moonlight,1.0,False,1812
coke,coke,PROPN,1,1,Meet Me in the Pale Moonlight,1.0,False,1813
fries,fry,NOUN,1,1,Meet Me in the Pale Moonlight,1.0,False,1814
hon,hon,PROPN,1,1,Off to the Races,1.0,False,1815
looked,look,VERB,1,1,Off to the Races,1.0,False,1816
